mr,ref
"day[0 5], month[2], year[2018]","It is _Start_ f i v e _End_ _Start_ F e b r u a r y _End_ 2018."
"day[0 8], month[2], year[2008]","The date is _Start_ e i g h t _End_ _Start_ F e b r u a r y _End_ 2008."
"day[1 9], month[4], year[2011]","The date is _Start_ A p r i l _End_ the _Start_ n i n e t e e n t h _End_, 2011."
"day[2 2], month[2], year[2000]","The date is _Start_ F e b r u a r y _End_ _Start_ t w e n t y - t w o _End_, 2000."
"day[2 7], month[9], year[2015]","Today is _Start_ t w e n t y - s e v e n _End_ _Start_ S e p t e m b e r _End_ 2015."
"day[2 8], month[12], year[2001]","The date is the _Start_ t w e n t y - e i g h t h _End_ of _Start_ D e c e m b e r _End_ in the year 2001."
"day[0 8], month[3], year[2004]","Today is _Start_ e i g h t _End_ _Start_ M a r c h _End_ 2004."
"day[0 7], month[4], year[2012]","The date is _Start_ A p r i l _End_ _Start_ s e v e n _End_, 2012."
"day[1 5], month[8], year[2005]","The date is _Start_ f i f t e e n _End_ _Start_ A u g u s t _End_ 2005."
"day[2 8], month[4], year[2019]","It is _Start_ A p r i l _End_ the _Start_ t w e n t y - e i g h t h _End_, 2019."
"day[2 6], month[6], year[2001]","It is the _Start_ t w e n t y - s i x t h _End_ of _Start_ J u n e _End_ in the year 2001."
"day[2 6], month[5], year[2013]","Today is _Start_ t w e n t y - s i x _End_ _Start_ M a y _End_ 2013."
"day[0 1], month[6], year[2006]","The date is _Start_ J u n e _End_ the _Start_ f i r s t _End_, 2006."
"day[0 9], month[3], year[2014]","The date is _Start_ M a r c h _End_ the _Start_ n i n t h _End_, 2014."
"day[1 3], month[1], year[2008]","It is _Start_ J a n u a r y _End_ _Start_ t h i r t e e n _End_, 2008."
"day[3 1], month[9], year[2012]","It is _Start_ S e p t e m b e r _End_ _Start_ t h i r t y - o n e _End_, 2012."
"day[0 2], month[9], year[2015]","Today is _Start_ S e p t e m b e r _End_ the _Start_ s e c o n d _End_, 2015."
"day[1 8], month[9], year[2011]","Today is the _Start_ e i g h t e e n t h _End_ of _Start_ S e p t e m b e r _End_ in the year 2011."
"day[2 3], month[1], year[2016]","Today is the _Start_ t w e n t y - t h i r d _End_ of _Start_ J a n u a r y _End_ in the year 2016."
"day[2 5], month[2], year[2019]","It is the _Start_ t w e n t y - f i f t h _End_ of _Start_ F e b r u a r y _End_, 2019."
"day[2 7], month[10], year[2002]","The date is _Start_ O c t o b e r _End_ _Start_ t w e n t y - s e v e n _End_, 2002."
"day[1 8], month[6], year[2012]","The date is _Start_ e i g h t e e n _End_ _Start_ J u n e _End_ 2012."
"day[2 4], month[8], year[2008]","The date is _Start_ t w e n t y - f o u r _End_ _Start_ A u g u s t _End_ 2008."
"day[1 4], month[12], year[2019]","The date is _Start_ D e c e m b e r _End_ _Start_ f o u r t e e n t h _End_ of the year 2019."
"day[0 1], month[11], year[2016]","Today is _Start_ o n e _End_ _Start_ N o v e m b e r _End_ 2016."
"day[1 3], month[3], year[2020]","It is the _Start_ t h i r t e e n t h _End_ of _Start_ M a r c h _End_, 2020."
"day[2 7], month[3], year[2017]","Today is _Start_ M a r c h _End_ the _Start_ t w e n t y - s e v e n t h _End_, 2017."
"day[2 6], month[7], year[2014]","Today is the _Start_ t w e n t y - s i x t h _End_ of _Start_ J u l y _End_, 2014."
"day[1 7], month[5], year[2013]","Today is _Start_ M a y _End_ _Start_ s e v e n t e e n _End_, 2013."
"day[0 8], month[8], year[2019]","It is _Start_ A u g u s t _End_ _Start_ e i g h t h _End_ of the year 2019."
"day[0 9], month[12], year[2011]","Today is _Start_ D e c e m b e r _End_ _Start_ n i n e _End_, 2011."
"day[1 3], month[1], year[2015]","It is the _Start_ t h i r t e e n t h _End_ of _Start_ J a n u a r y _End_ in the year 2015."
"day[1 4], month[6], year[2000]","The date is _Start_ J u n e _End_ _Start_ f o u r t e e n t h _End_ of the year 2000."
"day[1 0], month[2], year[2006]","The date is _Start_ F e b r u a r y _End_ _Start_ t e n t h _End_ of the year 2006."
"day[1 4], month[4], year[2015]","It is the _Start_ f o u r t e e n t h _End_ of _Start_ A p r i l _End_, 2015."
"day[2 8], month[1], year[2015]","It is the _Start_ t w e n t y - e i g h t h _End_ of _Start_ J a n u a r y _End_ in the year 2015."
"day[2 4], month[1], year[2017]","Today is the _Start_ t w e n t y - f o u r t h _End_ of _Start_ J a n u a r y _End_, 2017."
"day[1 8], month[2], year[2020]","It is _Start_ F e b r u a r y _End_ _Start_ e i g h t e e n t h _End_ of the year 2020."
"day[1 6], month[10], year[2000]","Today is _Start_ O c t o b e r _End_ _Start_ s i x t e e n t h _End_ of the year 2000."
"day[1 6], month[7], year[2009]","Today is _Start_ s i x t e e n _End_ _Start_ J u l y _End_ 2009."
"day[0 6], month[3], year[2010]","The date is the _Start_ s i x t h _End_ of _Start_ M a r c h _End_ in the year 2010."
"day[2 7], month[6], year[2014]","Today is the _Start_ t w e n t y - s e v e n t h _End_ of _Start_ J u n e _End_ in the year 2014."
"day[2 2], month[7], year[2020]","It is _Start_ J u l y _End_ _Start_ t w e n t y - s e c o n d _End_ of the year 2020."
"day[1 9], month[3], year[2015]","Today is _Start_ n i n e t e e n _End_ _Start_ M a r c h _End_ 2015."
"day[3 0], month[2], year[2012]","It is _Start_ F e b r u a r y _End_ _Start_ t h i r t i e t h _End_ of the year 2012."
"day[1 1], month[7], year[2011]","The date is _Start_ J u l y _End_ the _Start_ e l e v e n t h _End_, 2011."
"day[2 9], month[6], year[2006]","The date is _Start_ J u n e _End_ _Start_ t w e n t y - n i n e _End_, 2006."
"day[0 5], month[7], year[2017]","It is _Start_ J u l y _End_ the _Start_ f i f t h _End_, 2017."
"day[2 9], month[11], year[2007]","The date is the _Start_ t w e n t y - n i n t h _End_ of _Start_ N o v e m b e r _End_ in the year 2007."
"day[2 3], month[6], year[2013]","It is the _Start_ t w e n t y - t h i r d _End_ of _Start_ J u n e _End_, 2013."
"day[3 0], month[8], year[2000]","Today is _Start_ A u g u s t _End_ _Start_ t h i r t i e t h _End_ of the year 2000."
"day[1 8], month[11], year[2020]","It is the _Start_ e i g h t e e n t h _End_ of _Start_ N o v e m b e r _End_ in the year 2020."
"day[0 9], month[1], year[2005]","The date is _Start_ n i n e _End_ _Start_ J a n u a r y _End_ 2005."
"day[1 1], month[4], year[2011]","It is _Start_ A p r i l _End_ _Start_ e l e v e n t h _End_ of the year 2011."
"day[0 6], month[7], year[2016]","The date is _Start_ J u l y _End_ _Start_ s i x _End_, 2016."
"day[0 8], month[9], year[2011]","Today is the _Start_ e i g h t h _End_ of _Start_ S e p t e m b e r _End_, 2011."
"day[2 0], month[5], year[2006]","The date is _Start_ M a y _End_ the _Start_ t w e n t i e t h _End_, 2006."
"day[0 2], month[7], year[2007]","It is _Start_ J u l y _End_ _Start_ t w o _End_, 2007."
"day[0 8], month[7], year[2005]","Today is _Start_ e i g h t _End_ _Start_ J u l y _End_ 2005."
"day[0 4], month[10], year[2010]","It is _Start_ O c t o b e r _End_ the _Start_ f o u r t h _End_, 2010."
"day[1 1], month[10], year[2005]","The date is the _Start_ e l e v e n t h _End_ of _Start_ O c t o b e r _End_, 2005."
"day[1 7], month[7], year[2014]","Today is _Start_ J u l y _End_ _Start_ s e v e n t e e n t h _End_ of the year 2014."
"day[3 0], month[2], year[2002]","The date is the _Start_ t h i r t i e t h _End_ of _Start_ F e b r u a r y _End_ in the year 2002."
"day[2 0], month[7], year[2005]","It is _Start_ J u l y _End_ the _Start_ t w e n t i e t h _End_, 2005."
"day[1 3], month[1], year[2006]","Today is _Start_ t h i r t e e n _End_ _Start_ J a n u a r y _End_ 2006."
"day[0 2], month[7], year[2011]","The date is _Start_ t w o _End_ _Start_ J u l y _End_ 2011."
"day[0 8], month[8], year[2012]","It is _Start_ e i g h t _End_ _Start_ A u g u s t _End_ 2012."
"day[1 6], month[11], year[2011]","The date is _Start_ N o v e m b e r _End_ the _Start_ s i x t e e n t h _End_, 2011."
"day[2 2], month[10], year[2017]","Today is the _Start_ t w e n t y - s e c o n d _End_ of _Start_ O c t o b e r _End_, 2017."
"day[1 7], month[3], year[2009]","Today is _Start_ s e v e n t e e n _End_ _Start_ M a r c h _End_ 2009."
"day[2 7], month[11], year[2008]","The date is the _Start_ t w e n t y - s e v e n t h _End_ of _Start_ N o v e m b e r _End_, 2008."
"day[2 0], month[12], year[2001]","It is the _Start_ t w e n t i e t h _End_ of _Start_ D e c e m b e r _End_, 2001."
"day[1 1], month[2], year[2019]","It is _Start_ e l e v e n _End_ _Start_ F e b r u a r y _End_ 2019."
"day[2 9], month[12], year[2000]","It is _Start_ D e c e m b e r _End_ _Start_ t w e n t y - n i n t h _End_ of the year 2000."
"day[1 0], month[8], year[2020]","It is _Start_ A u g u s t _End_ _Start_ t e n t h _End_ of the year 2020."
"day[1 5], month[10], year[2017]","The date is the _Start_ f i f t e e n t h _End_ of _Start_ O c t o b e r _End_, 2017."
"day[0 6], month[3], year[2001]","The date is _Start_ M a r c h _End_ the _Start_ s i x t h _End_, 2001."
"day[0 3], month[3], year[2008]","The date is _Start_ t h r e e _End_ _Start_ M a r c h _End_ 2008."
"day[2 4], month[9], year[2003]","The date is the _Start_ t w e n t y - f o u r t h _End_ of _Start_ S e p t e m b e r _End_ in the year 2003."
"day[0 9], month[12], year[2017]","The date is the _Start_ n i n t h _End_ of _Start_ D e c e m b e r _End_ in the year 2017."
"day[1 7], month[7], year[2012]","It is _Start_ J u l y _End_ the _Start_ s e v e n t e e n t h _End_, 2012."
"day[2 7], month[3], year[2013]","The date is the _Start_ t w e n t y - s e v e n t h _End_ of _Start_ M a r c h _End_, 2013."
"day[1 8], month[5], year[2010]","It is _Start_ M a y _End_ _Start_ e i g h t e e n t h _End_ of the year 2010."
"day[0 4], month[10], year[2008]","Today is _Start_ f o u r _End_ _Start_ O c t o b e r _End_ 2008."
"day[2 1], month[10], year[2006]","Today is _Start_ O c t o b e r _End_ _Start_ t w e n t y - f i r s t _End_ of the year 2006."
"day[0 2], month[4], year[2019]","It is _Start_ A p r i l _End_ _Start_ t w o _End_, 2019."
"day[0 1], month[11], year[2020]","The date is the _Start_ f i r s t _End_ of _Start_ N o v e m b e r _End_ in the year 2020."
"day[0 8], month[10], year[2017]","Today is _Start_ O c t o b e r _End_ the _Start_ e i g h t h _End_, 2017."
"day[0 6], month[10], year[2006]","Today is _Start_ O c t o b e r _End_ _Start_ s i x _End_, 2006."
"day[0 6], month[12], year[2008]","The date is _Start_ D e c e m b e r _End_ the _Start_ s i x t h _End_, 2008."
"day[2 9], month[10], year[2003]","Today is _Start_ O c t o b e r _End_ _Start_ t w e n t y - n i n e _End_, 2003."
"day[1 5], month[8], year[2011]","Today is _Start_ A u g u s t _End_ _Start_ f i f t e e n _End_, 2011."
"day[1 5], month[4], year[2007]","Today is the _Start_ f i f t e e n t h _End_ of _Start_ A p r i l _End_, 2007."
"day[0 5], month[6], year[2020]","It is _Start_ J u n e _End_ _Start_ f i f t h _End_ of the year 2020."
"day[0 3], month[1], year[2000]","It is the _Start_ t h i r d _End_ of _Start_ J a n u a r y _End_, 2000."
"day[0 9], month[9], year[2019]","It is _Start_ S e p t e m b e r _End_ _Start_ n i n e _End_, 2019."
"day[0 6], month[3], year[2012]","It is the _Start_ s i x t h _End_ of _Start_ M a r c h _End_, 2012."
"day[0 3], month[5], year[2009]","It is the _Start_ t h i r d _End_ of _Start_ M a y _End_ in the year 2009."
"day[2 0], month[4], year[2005]","The date is the _Start_ t w e n t i e t h _End_ of _Start_ A p r i l _End_ in the year 2005."
"day[1 3], month[9], year[2006]","The date is the _Start_ t h i r t e e n t h _End_ of _Start_ S e p t e m b e r _End_, 2006."
"day[1 6], month[10], year[2009]","Today is _Start_ s i x t e e n _End_ _Start_ O c t o b e r _End_ 2009."
"day[2 3], month[9], year[2002]","Today is _Start_ S e p t e m b e r _End_ the _Start_ t w e n t y - t h i r d _End_, 2002."
"day[1 5], month[9], year[2019]","It is _Start_ f i f t e e n _End_ _Start_ S e p t e m b e r _End_ 2019."
"day[0 2], month[6], year[2020]","It is _Start_ J u n e _End_ _Start_ t w o _End_, 2020."
"day[1 3], month[7], year[2018]","It is _Start_ J u l y _End_ _Start_ t h i r t e e n t h _End_ of the year 2018."
"day[1 0], month[12], year[2007]","Today is _Start_ t e n _End_ _Start_ D e c e m b e r _End_ 2007."
"day[1 1], month[11], year[2000]","The date is the _Start_ e l e v e n t h _End_ of _Start_ N o v e m b e r _End_ in the year 2000."
"day[2 2], month[1], year[2014]","It is the _Start_ t w e n t y - s e c o n d _End_ of _Start_ J a n u a r y _End_ in the year 2014."
"day[2 7], month[12], year[2018]","Today is _Start_ D e c e m b e r _End_ _Start_ t w e n t y - s e v e n _End_, 2018."
"day[0 8], month[10], year[2001]","The date is _Start_ O c t o b e r _End_ _Start_ e i g h t _End_, 2001."
"day[1 4], month[8], year[2012]","It is the _Start_ f o u r t e e n t h _End_ of _Start_ A u g u s t _End_, 2012."
"day[2 7], month[2], year[2014]","The date is _Start_ F e b r u a r y _End_ the _Start_ t w e n t y - s e v e n t h _End_, 2014."
"day[0 3], month[7], year[2017]","The date is _Start_ J u l y _End_ _Start_ t h i r d _End_ of the year 2017."
"day[1 0], month[4], year[2000]","Today is _Start_ t e n _End_ _Start_ A p r i l _End_ 2000."
"day[2 4], month[6], year[2018]","The date is _Start_ J u n e _End_ _Start_ t w e n t y - f o u r t h _End_ of the year 2018."
"day[1 5], month[6], year[2011]","Today is _Start_ f i f t e e n _End_ _Start_ J u n e _End_ 2011."
"day[1 2], month[7], year[2004]","It is _Start_ J u l y _End_ the _Start_ t w e l f t h _End_, 2004."
"day[1 3], month[11], year[2002]","The date is _Start_ N o v e m b e r _End_ the _Start_ t h i r t e e n t h _End_, 2002."
"day[1 4], month[4], year[2018]","The date is _Start_ A p r i l _End_ _Start_ f o u r t e e n t h _End_ of the year 2018."
"day[1 3], month[9], year[2004]","It is _Start_ S e p t e m b e r _End_ _Start_ t h i r t e e n _End_, 2004."
"day[1 7], month[11], year[2005]","The date is _Start_ s e v e n t e e n _End_ _Start_ N o v e m b e r _End_ 2005."
"day[1 4], month[2], year[2007]","It is _Start_ F e b r u a r y _End_ _Start_ f o u r t e e n t h _End_ of the year 2007."
"day[1 2], month[3], year[2017]","Today is the _Start_ t w e l f t h _End_ of _Start_ M a r c h _End_, 2017."
"day[1 2], month[11], year[2012]","It is _Start_ t w e l v e _End_ _Start_ N o v e m b e r _End_ 2012."
"day[3 1], month[8], year[2017]","The date is _Start_ A u g u s t _End_ the _Start_ t h i r t y - f i r s t _End_, 2017."
"day[2 1], month[5], year[2017]","It is the _Start_ t w e n t y - f i r s t _End_ of _Start_ M a y _End_ in the year 2017."
"day[0 2], month[12], year[2019]","The date is _Start_ D e c e m b e r _End_ _Start_ t w o _End_, 2019."
"day[2 3], month[6], year[2011]","It is _Start_ J u n e _End_ _Start_ t w e n t y - t h i r d _End_ of the year 2011."
"day[2 9], month[1], year[2006]","It is _Start_ t w e n t y - n i n e _End_ _Start_ J a n u a r y _End_ 2006."
"day[2 6], month[3], year[2017]","The date is _Start_ M a r c h _End_ _Start_ t w e n t y - s i x t h _End_ of the year 2017."
"day[2 2], month[1], year[2010]","It is _Start_ J a n u a r y _End_ the _Start_ t w e n t y - s e c o n d _End_, 2010."
"day[0 2], month[2], year[2013]","Today is the _Start_ s e c o n d _End_ of _Start_ F e b r u a r y _End_, 2013."
"day[0 1], month[2], year[2014]","The date is the _Start_ f i r s t _End_ of _Start_ F e b r u a r y _End_, 2014."
"day[2 1], month[11], year[2013]","Today is _Start_ N o v e m b e r _End_ the _Start_ t w e n t y - f i r s t _End_, 2013."
"day[2 6], month[5], year[2003]","The date is _Start_ t w e n t y - s i x _End_ _Start_ M a y _End_ 2003."
"day[2 3], month[9], year[2012]","It is _Start_ S e p t e m b e r _End_ the _Start_ t w e n t y - t h i r d _End_, 2012."
"day[2 2], month[12], year[2012]","It is _Start_ D e c e m b e r _End_ the _Start_ t w e n t y - s e c o n d _End_, 2012."
"day[1 5], month[11], year[2005]","The date is _Start_ N o v e m b e r _End_ the _Start_ f i f t e e n t h _End_, 2005."
"day[0 3], month[4], year[2009]","Today is _Start_ A p r i l _End_ _Start_ t h i r d _End_ of the year 2009."
"day[1 9], month[8], year[2011]","The date is _Start_ A u g u s t _End_ _Start_ n i n e t e e n _End_, 2011."
"day[0 6], month[8], year[2009]","It is _Start_ A u g u s t _End_ _Start_ s i x _End_, 2009."
"day[2 3], month[10], year[2007]","Today is _Start_ O c t o b e r _End_ the _Start_ t w e n t y - t h i r d _End_, 2007."
"day[1 5], month[10], year[2003]","It is _Start_ O c t o b e r _End_ _Start_ f i f t e e n _End_, 2003."
"day[2 2], month[12], year[2008]","The date is the _Start_ t w e n t y - s e c o n d _End_ of _Start_ D e c e m b e r _End_ in the year 2008."
"day[1 7], month[10], year[2017]","It is _Start_ O c t o b e r _End_ _Start_ s e v e n t e e n t h _End_ of the year 2017."
"day[0 9], month[1], year[2006]","Today is _Start_ J a n u a r y _End_ _Start_ n i n t h _End_ of the year 2006."
"day[1 5], month[3], year[2001]","The date is _Start_ M a r c h _End_ _Start_ f i f t e e n t h _End_ of the year 2001."
"day[2 7], month[7], year[2012]","It is _Start_ J u l y _End_ the _Start_ t w e n t y - s e v e n t h _End_, 2012."
"day[0 2], month[9], year[2020]","It is the _Start_ s e c o n d _End_ of _Start_ S e p t e m b e r _End_ in the year 2020."
"day[1 0], month[6], year[2006]","The date is the _Start_ t e n t h _End_ of _Start_ J u n e _End_, 2006."
"day[2 6], month[10], year[2012]","It is _Start_ O c t o b e r _End_ _Start_ t w e n t y - s i x t h _End_ of the year 2012."
"day[2 7], month[4], year[2014]","Today is the _Start_ t w e n t y - s e v e n t h _End_ of _Start_ A p r i l _End_ in the year 2014."
"day[1 6], month[11], year[2011]","The date is _Start_ N o v e m b e r _End_ the _Start_ s i x t e e n t h _End_, 2011."
"day[0 2], month[2], year[2001]","It is _Start_ F e b r u a r y _End_ _Start_ s e c o n d _End_ of the year 2001."
"day[2 7], month[5], year[2015]","The date is _Start_ M a y _End_ _Start_ t w e n t y - s e v e n t h _End_ of the year 2015."
"day[0 3], month[3], year[2010]","It is _Start_ t h r e e _End_ _Start_ M a r c h _End_ 2010."
"day[2 7], month[5], year[2016]","Today is _Start_ t w e n t y - s e v e n _End_ _Start_ M a y _End_ 2016."
"day[1 6], month[6], year[2005]","Today is _Start_ s i x t e e n _End_ _Start_ J u n e _End_ 2005."
"day[0 4], month[12], year[2010]","The date is _Start_ D e c e m b e r _End_ _Start_ f o u r _End_, 2010."
"day[1 2], month[4], year[2014]","The date is _Start_ A p r i l _End_ _Start_ t w e l v e _End_, 2014."
"day[3 0], month[8], year[2013]","The date is _Start_ t h i r t y _End_ _Start_ A u g u s t _End_ 2013."
"day[0 4], month[1], year[2009]","It is _Start_ f o u r _End_ _Start_ J a n u a r y _End_ 2009."
"day[1 0], month[9], year[2000]","Today is _Start_ S e p t e m b e r _End_ _Start_ t e n t h _End_ of the year 2000."
"day[0 2], month[7], year[2004]","The date is the _Start_ s e c o n d _End_ of _Start_ J u l y _End_, 2004."
"day[2 4], month[4], year[2008]","The date is _Start_ A p r i l _End_ _Start_ t w e n t y - f o u r t h _End_ of the year 2008."
"day[2 8], month[6], year[2015]","Today is _Start_ J u n e _End_ the _Start_ t w e n t y - e i g h t h _End_, 2015."
"day[0 4], month[1], year[2000]","Today is the _Start_ f o u r t h _End_ of _Start_ J a n u a r y _End_ in the year 2000."
"day[0 1], month[7], year[2016]","The date is _Start_ J u l y _End_ _Start_ o n e _End_, 2016."
"day[1 6], month[3], year[2003]","It is _Start_ s i x t e e n _End_ _Start_ M a r c h _End_ 2003."
"day[2 9], month[12], year[2019]","It is _Start_ D e c e m b e r _End_ the _Start_ t w e n t y - n i n t h _End_, 2019."
"day[3 0], month[3], year[2000]","It is the _Start_ t h i r t i e t h _End_ of _Start_ M a r c h _End_, 2000."
"day[0 1], month[2], year[2006]","It is the _Start_ f i r s t _End_ of _Start_ F e b r u a r y _End_, 2006."
"day[0 1], month[6], year[2006]","The date is _Start_ J u n e _End_ _Start_ f i r s t _End_ of the year 2006."
"day[1 3], month[9], year[2020]","It is _Start_ S e p t e m b e r _End_ _Start_ t h i r t e e n _End_, 2020."
"day[2 4], month[2], year[2007]","It is _Start_ F e b r u a r y _End_ _Start_ t w e n t y - f o u r _End_, 2007."
"day[1 8], month[8], year[2013]","The date is _Start_ A u g u s t _End_ _Start_ e i g h t e e n _End_, 2013."
"day[2 5], month[3], year[2011]","It is the _Start_ t w e n t y - f i f t h _End_ of _Start_ M a r c h _End_ in the year 2011."
"day[2 4], month[2], year[2002]","The date is _Start_ F e b r u a r y _End_ _Start_ t w e n t y - f o u r _End_, 2002."
"day[1 3], month[1], year[2008]","It is _Start_ J a n u a r y _End_ _Start_ t h i r t e e n t h _End_ of the year 2008."
"day[2 2], month[3], year[2005]","Today is the _Start_ t w e n t y - s e c o n d _End_ of _Start_ M a r c h _End_ in the year 2005."
"day[0 6], month[2], year[2013]","The date is _Start_ F e b r u a r y _End_ _Start_ s i x _End_, 2013."
"day[0 2], month[2], year[2002]","Today is _Start_ t w o _End_ _Start_ F e b r u a r y _End_ 2002."
"day[0 8], month[8], year[2004]","It is _Start_ e i g h t _End_ _Start_ A u g u s t _End_ 2004."
"day[2 4], month[4], year[2002]","Today is the _Start_ t w e n t y - f o u r t h _End_ of _Start_ A p r i l _End_ in the year 2002."
"day[1 9], month[3], year[2012]","It is _Start_ M a r c h _End_ the _Start_ n i n e t e e n t h _End_, 2012."
"day[2 7], month[11], year[2003]","Today is _Start_ N o v e m b e r _End_ _Start_ t w e n t y - s e v e n _End_, 2003."
"day[0 5], month[7], year[2000]","Today is _Start_ J u l y _End_ the _Start_ f i f t h _End_, 2000."
"day[2 4], month[12], year[2009]","Today is the _Start_ t w e n t y - f o u r t h _End_ of _Start_ D e c e m b e r _End_ in the year 2009."
"day[0 7], month[10], year[2015]","Today is the _Start_ s e v e n t h _End_ of _Start_ O c t o b e r _End_, 2015."
"day[0 4], month[12], year[2008]","The date is _Start_ D e c e m b e r _End_ _Start_ f o u r _End_, 2008."
"day[0 9], month[3], year[2012]","It is _Start_ M a r c h _End_ _Start_ n i n t h _End_ of the year 2012."
"day[1 4], month[7], year[2003]","It is _Start_ J u l y _End_ the _Start_ f o u r t e e n t h _End_, 2003."
"day[1 3], month[12], year[2018]","Today is _Start_ t h i r t e e n _End_ _Start_ D e c e m b e r _End_ 2018."
"day[1 7], month[6], year[2011]","It is the _Start_ s e v e n t e e n t h _End_ of _Start_ J u n e _End_ in the year 2011."
"day[1 4], month[1], year[2016]","It is the _Start_ f o u r t e e n t h _End_ of _Start_ J a n u a r y _End_ in the year 2016."
"day[2 2], month[3], year[2017]","It is _Start_ t w e n t y - t w o _End_ _Start_ M a r c h _End_ 2017."
"day[3 1], month[1], year[2019]","The date is _Start_ J a n u a r y _End_ _Start_ t h i r t y - f i r s t _End_ of the year 2019."
"day[2 3], month[8], year[2019]","The date is _Start_ A u g u s t _End_ _Start_ t w e n t y - t h r e e _End_, 2019."
"day[2 0], month[7], year[2004]","It is _Start_ J u l y _End_ _Start_ t w e n t y _End_, 2004."
"day[1 8], month[2], year[2011]","It is the _Start_ e i g h t e e n t h _End_ of _Start_ F e b r u a r y _End_ in the year 2011."
"day[0 3], month[9], year[2017]","It is the _Start_ t h i r d _End_ of _Start_ S e p t e m b e r _End_, 2017."
"day[2 3], month[12], year[2012]","It is the _Start_ t w e n t y - t h i r d _End_ of _Start_ D e c e m b e r _End_ in the year 2012."
"day[0 8], month[6], year[2007]","Today is _Start_ J u n e _End_ the _Start_ e i g h t h _End_, 2007."
"day[2 3], month[12], year[2013]","It is _Start_ D e c e m b e r _End_ the _Start_ t w e n t y - t h i r d _End_, 2013."
"day[1 3], month[9], year[2018]","Today is the _Start_ t h i r t e e n t h _End_ of _Start_ S e p t e m b e r _End_, 2018."
"day[0 2], month[5], year[2015]","The date is the _Start_ s e c o n d _End_ of _Start_ M a y _End_ in the year 2015."
"day[1 5], month[1], year[2013]","The date is _Start_ J a n u a r y _End_ the _Start_ f i f t e e n t h _End_, 2013."
"day[2 0], month[8], year[2006]","Today is _Start_ A u g u s t _End_ the _Start_ t w e n t i e t h _End_, 2006."
"day[0 1], month[3], year[2006]","The date is the _Start_ f i r s t _End_ of _Start_ M a r c h _End_, 2006."
"day[1 8], month[4], year[2018]","Today is _Start_ A p r i l _End_ _Start_ e i g h t e e n t h _End_ of the year 2018."
"day[2 2], month[8], year[2017]","The date is the _Start_ t w e n t y - s e c o n d _End_ of _Start_ A u g u s t _End_ in the year 2017."
"day[2 6], month[5], year[2011]","The date is the _Start_ t w e n t y - s i x t h _End_ of _Start_ M a y _End_, 2011."
"day[2 3], month[3], year[2002]","It is the _Start_ t w e n t y - t h i r d _End_ of _Start_ M a r c h _End_, 2002."
"day[2 8], month[6], year[2020]","The date is _Start_ J u n e _End_ the _Start_ t w e n t y - e i g h t h _End_, 2020."
"day[1 3], month[1], year[2012]","Today is the _Start_ t h i r t e e n t h _End_ of _Start_ J a n u a r y _End_, 2012."
"day[2 7], month[2], year[2005]","The date is the _Start_ t w e n t y - s e v e n t h _End_ of _Start_ F e b r u a r y _End_, 2005."
"day[1 3], month[11], year[2019]","The date is _Start_ N o v e m b e r _End_ _Start_ t h i r t e e n t h _End_ of the year 2019."
"day[0 5], month[1], year[2012]","Today is _Start_ J a n u a r y _End_ _Start_ f i v e _End_, 2012."
"day[0 1], month[2], year[2012]","Today is _Start_ F e b r u a r y _End_ _Start_ f i r s t _End_ of the year 2012."
"day[0 3], month[8], year[2003]","The date is the _Start_ t h i r d _End_ of _Start_ A u g u s t _End_ in the year 2003."
"day[1 3], month[8], year[2004]","It is the _Start_ t h i r t e e n t h _End_ of _Start_ A u g u s t _End_ in the year 2004."
"day[0 3], month[2], year[2016]","The date is _Start_ F e b r u a r y _End_ _Start_ t h r e e _End_, 2016."
"day[1 3], month[11], year[2013]","It is _Start_ t h i r t e e n _End_ _Start_ N o v e m b e r _End_ 2013."
"day[2 4], month[1], year[2005]","The date is _Start_ J a n u a r y _End_ _Start_ t w e n t y - f o u r _End_, 2005."
"day[0 8], month[11], year[2020]","It is _Start_ e i g h t _End_ _Start_ N o v e m b e r _End_ 2020."
"day[2 3], month[4], year[2017]","The date is the _Start_ t w e n t y - t h i r d _End_ of _Start_ A p r i l _End_ in the year 2017."
"day[1 1], month[11], year[2017]","Today is _Start_ N o v e m b e r _End_ _Start_ e l e v e n t h _End_ of the year 2017."
"day[2 7], month[11], year[2014]","It is the _Start_ t w e n t y - s e v e n t h _End_ of _Start_ N o v e m b e r _End_ in the year 2014."
"day[2 6], month[2], year[2016]","It is _Start_ F e b r u a r y _End_ _Start_ t w e n t y - s i x t h _End_ of the year 2016."
"day[2 8], month[4], year[2012]","The date is _Start_ t w e n t y - e i g h t _End_ _Start_ A p r i l _End_ 2012."
"day[2 3], month[1], year[2016]","Today is _Start_ J a n u a r y _End_ _Start_ t w e n t y - t h i r d _End_ of the year 2016."
"day[0 6], month[9], year[2001]","The date is the _Start_ s i x t h _End_ of _Start_ S e p t e m b e r _End_, 2001."
"day[1 4], month[4], year[2000]","It is _Start_ f o u r t e e n _End_ _Start_ A p r i l _End_ 2000."
"day[1 6], month[6], year[2005]","The date is the _Start_ s i x t e e n t h _End_ of _Start_ J u n e _End_ in the year 2005."
"day[2 6], month[11], year[2019]","It is the _Start_ t w e n t y - s i x t h _End_ of _Start_ N o v e m b e r _End_, 2019."
"day[0 7], month[7], year[2001]","Today is _Start_ s e v e n _End_ _Start_ J u l y _End_ 2001."
